city_a,city_b,contribution_type,rank,element_id,contribution,prevalence_a,prevalence_b
NewDelhi,Osaka,difference,2,F013,0.01858197975048055,0.03707442896323231,0.055656408713712864
NewDelhi,Osaka,difference,3,F043,0.017426130609264297,0.006231913445742056,0.023658044055006353
NewDelhi,Osaka,difference,4,F027,0.016256041908346244,0.013977770293027955,0.030233812201374197
NewDelhi,Osaka,difference,5,F042,0.014324117563339825,0.02391334607268303,0.009589228509343206
NewDelhi,KualaLumpur,similarity,1,F036,0.12531633185505947,0.06063034004440442,0.06630613364731328
NewDelhi,KualaLumpur,similarity,2,F054,0.10523580837395462,0.06379913871914546,0.052915726139950374
NewDelhi,KualaLumpur,similarity,3,F021,0.08428580124607055,0.06069607027721833,0.04454817123212066
NewDelhi,KualaLumpur,similarity,4,F013,0.0611551510718328,0.03707442896323231,0.05291692596141694
NewDelhi,KualaLumpur,similarity,5,F057,0.06063755720296348,0.03177777510465284,0.061214491283696985
NewDelhi,KualaLumpur,difference,1,F057,0.029436716179044142,0.03177777510465284,0.061214491283696985
NewDelhi,KualaLumpur,difference,2,F010,0.026954085123006045,0.051380850420329804,0.02442676529732376
NewDelhi,KualaLumpur,difference,3,F053,0.019705308335131518,0.018041874884005472,0.03774718321913699
NewDelhi,KualaLumpur,difference,4,F027,0.01836221751678594,0.013977770293027955,0.0323399878098139
NewDelhi,KualaLumpur,difference,5,F021,0.01614789904509767,0.06069607027721833,0.04454817123212066
NewDelhi,MexicoCity,similarity,1,F054,0.19948545749040653,0.06379913871914546,0.10427915680378734
NewDelhi,MexicoCity,similarity,2,F036,0.08129208536013037,0.06063034004440442,0.04471562919838782
NewDelhi,MexicoCity,similarity,3,F021,0.07911342787241031,0.06069607027721833,0.04347010747872817
NewDelhi,MexicoCity,similarity,4,F010,0.057323562169252607,0.051380850420329804,0.03720771223850042
NewDelhi,MexicoCity,similarity,5,F058,0.05274413525976945,0.03708001388497467,0.04743898343036274
NewDelhi,MexicoCity,difference,1,F054,0.04048001808464188,0.06379913871914546,0.10427915680378734
NewDelhi,MexicoCity,difference,2,F021,0.01722596279849016,0.06069607027721833,0.04347010747872817
NewDelhi,MexicoCity,difference,3,F036,0.015914710846016603,0.06063034004440442,0.04471562919838782
NewDelhi,MexicoCity,difference,4,F010,0.014173138181829387,0.051380850420329804,0.03720771223850042
NewDelhi,MexicoCity,difference,5,F053,0.013389255561903297,0.018041874884005472,0.03143113044590877
NewDelhi,Amsterdam,similarity,1,F036,0.1101881181068346,0.06063034004440442,0.055876207591985284
NewDelhi,Amsterdam,similarity,2,F028,0.07712467719327692,0.04227399110536771,0.05609217339914841
NewDelhi,Amsterdam,similarity,3,F054,0.07681105564342774,0.06379913871914546,0.03701613567335313
NewDelhi,Amsterdam,similarity,4,F013,0.07528428652977895,0.03707442896323231,0.062432687292814114
NewDelhi,Amsterdam,similarity,5,F021,0.07402502986561535,0.06069607027721833,0.03749731556520068
NewDelhi,Amsterdam,difference,1,F054,0.026783003045792328,0.06379913871914546,0.03701613567335313
NewDelhi,Amsterdam,difference,2,F057,0.025465677700157667,0.03177777510465284,0.05724345280481051
NewDelhi,Amsterdam,difference,3,F013,0.0253582583295818,0.03707442896323231,0.062432687292814114
NewDelhi,Amsterdam,difference,4,F010,0.02405491886090328,0.051380850420329804,0.027325931559426524
NewDelhi,Amsterdam,difference,5,F021,0.023198754712017648,0.06069607027721833,0.03749731556520068
NewDelhi,Lagos,similarity,1,F054,0.1057849708946312,0.06379913871914546,0.052179343785252796
NewDelhi,Lagos,similarity,2,F036,0.0845296021246508,0.06063034004440442,0.04387410586093734
NewDelhi,Lagos,similarity,3,F057,0.06835413508606002,0.03177777510465284,0.0676909740026664
NewDelhi,Lagos,similarity,4,F058,0.06548535956463701,0.03708001388497467,0.055576831863398624
NewDelhi,Lagos,similarity,5,F021,0.06146882808032054,0.06069607027721833,0.03187012870474823
NewDelhi,Lagos,difference,1,F057,0.03591319889801355,0.03177777510465284,0.0676909740026664
NewDelhi,Lagos,difference,2,F010,0.030927018762038346,0.051380850420329804,0.020453831658291458
NewDelhi,Lagos,difference,3,F021,0.0288259415724701,0.06069607027721833,0.03187012870474823
NewDelhi,Lagos,difference,4,F007,0.024428020115623034,0.031101140355097916,0.05552916047072095
NewDelhi,Lagos,difference,5,F001,0.02277028521834812,0.020767316694276228,0.043537601912624346
NewDelhi,Lima,similarity,1,F054,0.1790682718759626,0.06379913871914546,0.09163525897471782
NewDelhi,Lima,similarity,2,F058,0.07104633695834203,0.03708001388497467,0.06255479254837427
NewDelhi,Lima,similarity,3,F036,0.07006594878901273,0.06063034004440442,0.03772904290588309
NewDelhi,Lima,similarity,4,F021,0.0646685083441619,0.06069607027721833,0.03478492366442912
NewDelhi,Lima,similarity,5,F028,0.05845694285424419,0.04227399110536771,0.04514624483039846
NewDelhi,Lima,difference,1,F054,0.02783612025557236,0.06379913871914546,0.09163525897471782
NewDelhi,Lima,difference,2,F021,0.02591114661278921,0.06069607027721833,0.03478492366442912
NewDelhi,Lima,difference,3,F058,0.025474778663399603,0.03708001388497467,0.06255479254837427
NewDelhi,Lima,difference,4,F036,0.022901297138521334,0.06063034004440442,0.03772904290588309
NewDelhi,Lima,difference,5,F009,0.021115834116889075,0.003902141860449131,0.025017975977338205
NewDelhi,Manila,similarity,1,F054,0.143799612683404,0.06379913871914546,0.06999071266322775
NewDelhi,Manila,similarity,2,F021,0.09968583849725499,0.06069607027721833,0.051000027174651484
NewDelhi,Manila,similarity,3,F036,0.08718009899506304,0.06063034004440442,0.04465035015337693
NewDelhi,Manila,similarity,4,F010,0.06075733782909823,0.051380850420329804,0.03671934819200649
NewDelhi,Manila,similarity,5,F028,0.05318752347863109,0.04227399110536771,0.03906915629101174
NewDelhi,Manila,difference,1,F053,0.016472330265431136,0.018041874884005472,0.03451420514943661
NewDelhi,Manila,difference,2,F036,0.015979989891027495,0.06063034004440442,0.04465035015337693
NewDelhi,Manila,difference,3,F010,0.014661502228323312,0.051380850420329804,0.03671934819200649
NewDelhi,Manila,difference,4,F027,0.013990141239094882,0.013977770293027955,0.027967911532122837
NewDelhi,Manila,difference,5,F052,0.011169603459369692,0.019027828376214077,0.03019743183558377
NewDelhi,Moscow,similarity,1,F036,0.12798696993671593,0.06063034004440442,0.0713941387588544
NewDelhi,Moscow,similarity,2,F054,0.12399588730721167,0.06379913871914546,0.06573236686968596
NewDelhi,Moscow,similarity,3,F021,0.1180942995396307,0.06069607027721833,0.06580443524816346
NewDelhi,Moscow,similarity,4,F013,0.07043901910897146,0.03707442896323231,0.06425776777006023
NewDelhi,Moscow,similarity,5,F028,0.06735575546055933,0.04227399110536771,0.05388752848702849
NewDelhi,Moscow,difference,1,F013,0.02718333880682792,0.03707442896323231,0.06425776777006023
NewDelhi,Moscow,difference,2,F057,0.02582728057217333,0.03177777510465284,0.057605055676826174
NewDelhi,Moscow,difference,3,F010,0.023416317671657864,0.051380850420329804,0.02796453274867194
NewDelhi,Moscow,difference,4,F022,0.020684244645472534,0.04273796921934823,0.022053724573875694
NewDelhi,Moscow,difference,5,F028,0.01161353738166078,0.04227399110536771,0.05388752848702849
NewDelhi,Singapore,similarity,1,F036,0.12028689411854789,0.06063034004440442,0.06440416242200689
NewDelhi,Singapore,similarity,2,F054,0.09985694130993465,0.06379913871914546,0.050809985692881365
NewDelhi,Singapore,similarity,3,F021,0.08419168311303535,0.06069607027721833,0.04502920164990529
NewDelhi,Singapore,similarity,4,F013,0.07567258776201598,0.03707442896323231,0.06625974260061251
NewDelhi,Singapore,similarity,5,F058,0.0590060005525964,0.03708001388497467,0.05165851531054816
NewDelhi,Singapore,difference,1,F010,0.031550846026805184,0.051380850420329804,0.01983000439352462
NewDelhi,Singapore,difference,2,F013,0.0291853136373802,0.03707442896323231,0.06625974260061251
NewDelhi,Singapore,difference,3,F027,0.028242311494122672,0.013977770293027955,0.04222008178715063
NewDelhi,Singapore,difference,4,F022,0.01906242377050865,0.04273796921934823,0.02367554544883958
NewDelhi,Singapore,difference,5,F053,0.01663116158868628,0.018041874884005472,0.03467303647269175
NewDelhi,CapeTown,similarity,1,F054,0.19130342511686732,0.06379913871914546,0.10025778059225571
NewDelhi,CapeTown,similarity,2,F058,0.07107788514616976,0.03708001388497467,0.06409213897124436
NewDelhi,CapeTown,similarity,3,F036,0.07084089670397814,0.06063034004440442,0.03906647285148192
NewDelhi,CapeTown,similarity,4,F021,0.06568082228362401,0.06069607027721833,0.03618163297288826
NewDelhi,CapeTown,similarity,5,F013,0.04808871612184835,0.03707442896323231,0.0433689460739632
NewDelhi,CapeTown,difference,1,F054,0.03645864187311025,0.06379913871914546,0.10025778059225571
NewDelhi,CapeTown,difference,2,F058,0.027012125086269684,0.03708001388497467,0.06409213897124436
NewDelhi,CapeTown,difference,3,F021,0.024514437304330068,0.06069607027721833,0.03618163297288826
NewDelhi,CapeTown,difference,4,F052,0.02393693627906035,0.019027828376214077,0.04296476465527443
NewDelhi,CapeTown,difference,5,F010,0.022955023107740453,0.051380850420329804,0.02842582731258935
NewDelhi,Johannesburg,similarity,1,F054,0.15798544476500018,0.06379913871914546,0.08180661391881502
NewDelhi,Johannesburg,similarity,2,F036,0.08675382221836077,0.06063034004440442,0.047269909394372915
NewDelhi,Johannesburg,similarity,3,F058,0.07836881774041576,0.03708001388497467,0.06982156238747288
NewDelhi,Johannesburg,similarity,4,F021,0.07377424022762542,0.06069607027721833,0.04015413986290749
NewDelhi,Johannesburg,similarity,5,F057,0.053152325946575436,0.03177777510465284,0.05525669972328464
NewDelhi,Johannesburg,difference,1,F058,0.032741548502498205,0.03708001388497467,0.06982156238747288
NewDelhi,Johannesburg,difference,2,F010,0.02618734431020812,0.051380850420329804,0.025193506110121684
NewDelhi,Johannesburg,difference,3,F057,0.023478924618631797,0.03177777510465284,0.05525669972328464
NewDelhi,Johannesburg,difference,4,F001,0.020754990845811817,0.020767316694276228,0.041522307540088045
NewDelhi,Johannesburg,difference,5,F021,0.020541930414310842,0.06069607027721833,0.04015413986290749
NewDelhi,Seoul,similarity,1,F054,0.1320383721173952,0.06379913871914546,0.06558961390396727
NewDelhi,Seoul,similarity,2,F036,0.1284146374565446,0.06063034004440442,0.0671234476426719
NewDelhi,Seoul,similarity,3,F021,0.08787046788445843,0.06069607027721833,0.04588091748143614
NewDelhi,Seoul,similarity,4,F010,0.07604818912297245,0.051380850420329804,0.046906963258863135
NewDelhi,Seoul,similarity,5,F028,0.063834745918011,0.04227399110536771,0.047855693184929854
NewDelhi,Seoul,difference,1,F027,0.022661084143774386,0.013977770293027955,0.03663885443680234
NewDelhi,Seoul,difference,2,F040,0.016594403545874034,0.013473408898756539,0.030067812444630575
NewDelhi,Seoul,difference,3,F021,0.014815152795782188,0.06069607027721833,0.04588091748143614
NewDelhi,Seoul,difference,4,F013,0.014772292361445942,0.03707442896323231,0.051846721324678255
NewDelhi,Seoul,difference,5,F057,0.01343056250216907,0.03177777510465284,0.018347212602483773
NewDelhi,Taipei,similarity,1,F036,0.12974556392776668,0.06063034004440442,0.06676498724489796
NewDelhi,Taipei,similarity,2,F054,0.1261569339175796,0.06379913871914546,0.061693948412698416
NewDelhi,Taipei,similarity,3,F021,0.08921477942011115,0.06069607027721833,0.045858779117707686
NewDelhi,Taipei,similarity,4,F013,0.06235262076969087,0.03707442896323231,0.052471864692846835
NewDelhi,Taipei,similarity,5,F028,0.0579329627590336,0.04227399110536771,0.042756164965986394
NewDelhi,Taipei,difference,1,F027,0.026761655212022548,0.013977770293027955,0.040739425505050504
NewDelhi,Taipei,difference,2,F010,0.01964891048526487,0.051380850420329804,0.031731939935064936
NewDelhi,Taipei,difference,3,F013,0.015397435729614523,0.03707442896323231,0.052471864692846835
NewDelhi,Taipei,difference,4,F021,0.014837291159510643,0.06069607027721833,0.045858779117707686
NewDelhi,Taipei,difference,5,F033,0.012917470106695528,0.020897058722444857,0.00797958861574933
NewDelhi,Bangkok,similarity,1,F054,0.1439192130975545,0.06379913871914546,0.0702694158558432
NewDelhi,Bangkok,similarity,2,F021,0.09236317788474269,0.06069607027721833,0.047402437739295374
NewDelhi,Bangkok,similarity,3,F036,0.08685816599235827,0.06063034004440442,0.04462549375876152
NewDelhi,Bangkok,similarity,4,F013,0.06476955840094183,0.03707442896323231,0.05442003902171102
NewDelhi,Bangkok,similarity,5,F010,0.05195891704414819,0.051380850420329804,0.0315007711737488
NewDelhi,Bangkok,difference,1,F053,0.02174861493107249,0.018041874884005472,0.03979048981507796
NewDelhi,Bangkok,difference,2,F010,0.019880079246581008,0.051380850420329804,0.0315007711737488
NewDelhi,Bangkok,difference,3,F013,0.017345610058478705,0.03707442896323231,0.05442003902171102
NewDelhi,Bangkok,difference,4,F027,0.017221237239886632,0.013977770293027955,0.03119900753291459
NewDelhi,Bangkok,difference,5,F036,0.0160048462856429,0.06063034004440442,0.04462549375876152
NewDelhi,Istanbul,similarity,1,F054,0.15291811183386958,0.06379913871914546,0.07599687387549478
NewDelhi,Istanbul,similarity,2,F036,0.09341381337474786,0.06063034004440442,0.04885091631110883
NewDelhi,Istanbul,similarity,3,F010,0.08903969326649941,0.051380850420329804,0.054945734591065644
NewDelhi,Istanbul,similarity,4,F028,0.0808064402437417,0.04227399110536771,0.06060721675320002
NewDelhi,Istanbul,similarity,5,F021,0.08019949851406258,0.06069607027721833,0.04189504832159564
NewDelhi,Istanbul,difference,1,F021,0.018801021955622686,0.06069607027721833,0.04189504832159564
NewDelhi,Istanbul,difference,2,F028,0.01833322564783231,0.04227399110536771,0.06060721675320002
NewDelhi,Istanbul,difference,3,F040,0.013719536919369201,0.013473408898756539,0.02719294581812574
NewDelhi,Istanbul,difference,4,F054,0.012197735156349324,0.06379913871914546,0.07599687387549478
NewDelhi,Istanbul,difference,5,F036,0.011779423733295595,0.06063034004440442,0.04885091631110883
NewDelhi,London,similarity,1,F054,0.13057919754480993,0.06379913871914546,0.06475888252960843
NewDelhi,London,similarity,2,F036,0.12144323754014517,0.06063034004440442,0.06337580649078355
NewDelhi,London,similarity,3,F028,0.07390097294304507,0.04227399110536771,0.05531170818188442
NewDelhi,London,similarity,4,F021,0.06157982976554886,0.06069607027721833,0.032100964146070964
NewDelhi,London,similarity,5,F013,0.05799550900050964,0.03707442896323231,0.049494855459042
NewDelhi,London,difference,1,F021,0.028595106131147366,0.06069607027721833,0.032100964146070964
NewDelhi,London,difference,2,F057,0.023687338350487246,0.03177777510465284,0.05546511345514009
NewDelhi,London,difference,3,F040,0.02236878200378456,0.013473408898756539,0.0358421909025411
NewDelhi,London,difference,4,F010,0.02221887226135499,0.051380850420329804,0.029161978158974814
NewDelhi,London,difference,5,F027,0.015676399982777728,0.013977770293027955,0.02965417027580568
NewDelhi,LosAngeles,similarity,1,F054,0.18909484793026135,0.06379913871914546,0.10383494498326765
NewDelhi,LosAngeles,similarity,2,F036,0.1294990239171795,0.06063034004440442,0.07482645108740182
NewDelhi,LosAngeles,similarity,3,F058,0.0728183800017544,0.03708001388497467,0.06879862863826157
NewDelhi,LosAngeles,similarity,4,F021,0.05469360733595714,0.06069607027721833,0.03156855121801535
NewDelhi,LosAngeles,similarity,5,F013,0.04763760751124582,0.03707442896323231,0.045014675948313675
NewDelhi,LosAngeles,difference,1,F054,0.04003580626412219,0.06379913871914546,0.10383494498326765
NewDelhi,LosAngeles,difference,2,F058,0.0317186147532869,0.03708001388497467,0.06879862863826157
NewDelhi,LosAngeles,difference,3,F021,0.02912751905920298,0.06069607027721833,0.03156855121801535
NewDelhi,LosAngeles,difference,4,F010,0.023165195111524397,0.051380850420329804,0.028215655308805408
NewDelhi,LosAngeles,difference,5,F027,0.018164323732648126,0.013977770293027955,0.03214209402567608
NewDelhi,NewYorkCity,similarity,1,F036,0.16072917275630402,0.06063034004440442,0.08829794265884491
NewDelhi,NewYorkCity,similarity,2,F054,0.14970768163493964,0.06379913871914546,0.07815830785755598
NewDelhi,NewYorkCity,similarity,3,F021,0.07357243343790636,0.06069607027721833,0.040373874246054695
NewDelhi,NewYorkCity,similarity,4,F013,0.05820408932199655,0.03707442896323231,0.05229075435842353
NewDelhi,NewYorkCity,similarity,5,F010,0.05410342064863308,0.051380850420329804,0.03507270924564158
NewDelhi,NewYorkCity,difference,1,F036,0.02766760261444049,0.06063034004440442,0.08829794265884491
NewDelhi,NewYorkCity,difference,2,F021,0.020322196031163635,0.06069607027721833,0.040373874246054695
NewDelhi,NewYorkCity,difference,3,F040,0.020318213013166123,0.013473408898756539,0.03379162191192266
NewDelhi,NewYorkCity,difference,4,F022,0.0170435132993284,0.04273796921934823,0.02569445592001983
NewDelhi,NewYorkCity,difference,5,F010,0.016308141174688227,0.051380850420329804,0.03507270924564158
Jakarta,Osaka,similarity,1,F054,0.10970481187275789,0.05014602378900961,0.06737702137464677
Jakarta,Osaka,similarity,2,F021,0.08542055200206386,0.056547252722660306,0.04652361964073696
Jakarta,Osaka,similarity,3,F036,0.07646257857012649,0.04469191138506002,0.052691752567421826
Jakarta,Osaka,similarity,4,F013,0.07204792384746271,0.0398684107464557,0.055656408713712864
Jakarta,Osaka,similarity,5,F010,0.06525171449051524,0.03598403409299805,0.055847625234820286
Jakarta,Osaka,difference,1,F007,0.027202235069851633,0.046816329727630064,0.01961409465777843
Jakarta,Osaka,difference,2,F057,0.02450795274990446,0.04372521312120054,0.01921726037129608
Jakarta,Osaka,difference,3,F042,0.023786039041085755,0.03337526755042896,0.009589228509343206
Jakarta,Osaka,difference,4,F040,0.022792983678950038,0.019048631436595943,0.04184161511554598
Jakarta,Osaka,difference,5,F052,0.020193920990380993,0.03907355219051668,0.01887963120013569
Jakarta,KualaLumpur,similarity,1,F036,0.09476304985401728,0.04469191138506002,0.06630613364731328
Jakarta,KualaLumpur,similarity,2,F057,0.08559385281505412,0.04372521312120054,0.061214491283696985
Jakarta,KualaLumpur,similarity,3,F054,0.0848550431169517,0.05014602378900961,0.052915726139950374
Jakarta,KualaLumpur,similarity,4,F021,0.08055598018427691,0.056547252722660306,0.04454817123212066
Jakarta,KualaLumpur,similarity,5,F013,0.06746521787528167,0.0398684107464557,0.05291692596141694
Jakarta,KualaLumpur,difference,1,F036,0.021614222262253256,0.04469191138506002,0.06630613364731328
Jakarta,KualaLumpur,difference,2,F058,0.019499763086306257,0.025337565119256757,0.044837328205563014
Jakarta,KualaLumpur,difference,3,F057,0.017489278162496444,0.04372521312120054,0.061214491283696985
Jakarta,KualaLumpur,difference,4,F013,0.01304851521496124,0.0398684107464557,0.05291692596141694
Jakarta,KualaLumpur,difference,5,F021,0.011999081490539645,0.056547252722660306,0.04454817123212066
Jakarta,MexicoCity,similarity,1,F054,0.16085158994932683,0.05014602378900961,0.10427915680378734
Jakarta,MexicoCity,similarity,2,F021,0.07561249503215968,0.056547252722660306,0.04347010747872817
Jakarta,MexicoCity,similarity,3,F036,0.06147232227183999,0.04469191138506002,0.04471562919838782
Jakarta,MexicoCity,similarity,4,F057,0.056751863422164935,0.04372521312120054,0.042194597274646535
Jakarta,MexicoCity,similarity,5,F013,0.05026760916520096,0.0398684107464557,0.04098906020088286
Jakarta,MexicoCity,difference,1,F054,0.05413313301477773,0.05014602378900961,0.10427915680378734
Jakarta,MexicoCity,difference,2,F058,0.022101418311105986,0.025337565119256757,0.04743898343036274
Jakarta,MexicoCity,difference,3,F007,0.016232074081798064,0.046816329727630064,0.030584255645832
Jakarta,MexicoCity,difference,4,F052,0.014085147737826518,0.03907355219051668,0.024988404452690165
Jakarta,MexicoCity,difference,5,F021,0.013077145243932137,0.056547252722660306,0.04347010747872817
Jakarta,Amsterdam,similarity,1,F057,0.08351568099435655,0.04372521312120054,0.05724345280481051
Jakarta,Amsterdam,similarity,2,F036,0.0833232346886376,0.04469191138506002,0.055876207591985284
Jakarta,Amsterdam,similarity,3,F013,0.08305221562368142,0.0398684107464557,0.062432687292814114
Jakarta,Amsterdam,similarity,4,F021,0.07074926916320942,0.056547252722660306,0.03749731556520068
Jakarta,Amsterdam,similarity,5,F028,0.06746731154883712,0.03604797444943357,0.05609217339914841
Jakarta,Amsterdam,difference,1,F053,0.02611144753005791,0.043031460253875185,0.016920012723817275
Jakarta,Amsterdam,difference,2,F013,0.02256427654635841,0.0398684107464557,0.062432687292814114
Jakarta,Amsterdam,difference,3,F033,0.02065822028824456,0.018433205505904094,0.039091425794148656
Jakarta,Amsterdam,difference,4,F028,0.02004419894971484,0.03604797444943357,0.05609217339914841
Jakarta,Amsterdam,difference,5,F021,0.019049937157459625,0.056547252722660306,0.03749731556520068
Jakarta,Lagos,similarity,1,F057,0.09648630399594349,0.04372521312120054,0.0676909740026664
Jakarta,Lagos,similarity,2,F054,0.08529785065642186,0.05014602378900961,0.052179343785252796
Jakarta,Lagos,similarity,3,F007,0.08474643603491938,0.046816329727630064,0.05552916047072095
Jakarta,Lagos,similarity,4,F036,0.06392050247323867,0.04469191138506002,0.04387410586093734
Jakarta,Lagos,similarity,5,F021,0.05874870528112676,0.056547252722660306,0.03187012870474823
Jakarta,Lagos,difference,1,F058,0.030239266744141867,0.025337565119256757,0.055576831863398624
Jakarta,Lagos,difference,2,F021,0.024677124017912076,0.056547252722660306,0.03187012870474823
Jakarta,Lagos,difference,3,F057,0.023965760881465854,0.04372521312120054,0.0676909740026664
Jakarta,Lagos,difference,4,F001,0.02263430051217069,0.020903301400453655,0.043537601912624346
Jakarta,Lagos,difference,5,F033,0.019867754011068526,0.018433205505904094,0.03830095951697262
Jakarta,Lima,similarity,1,F054,0.14438855144171145,0.05014602378900961,0.09163525897471782
Jakarta,Lima,similarity,2,F021,0.06180679307431891,0.056547252722660306,0.03478492366442912
Jakarta,Lima,similarity,3,F007,0.05595728459213182,0.046816329727630064,0.03803869620678728
Jakarta,Lima,similarity,4,F036,0.052983221738740746,0.04469191138506002,0.03772904290588309
Jakarta,Lima,similarity,5,F028,0.05113710577817055,0.03604797444943357,0.04514624483039846
Jakarta,Lima,difference,1,F054,0.041489235185708205,0.05014602378900961,0.09163525897471782
Jakarta,Lima,difference,2,F058,0.03721722742911752,0.025337565119256757,0.06255479254837427
Jakarta,Lima,difference,3,F021,0.021762329058231188,0.056547252722660306,0.03478492366442912
Jakarta,Lima,difference,4,F009,0.02015731000655575,0.0048606659707824545,0.025017975977338205
Jakarta,Lima,difference,5,F057,0.018652545132274066,0.04372521312120054,0.025072667988926475
Jakarta,Manila,similarity,1,F054,0.11595028843310685,0.05014602378900961,0.06999071266322775
Jakarta,Manila,similarity,2,F021,0.09527453393002275,0.056547252722660306,0.051000027174651484
Jakarta,Manila,similarity,3,F036,0.06592478366588718,0.04469191138506002,0.04465035015337693
Jakarta,Manila,similarity,4,F007,0.06121749018191541,0.046816329727630064,0.03958067914249588
Jakarta,Manila,similarity,5,F013,0.0581185610114202,0.0398684107464557,0.04412563960337797
Jakarta,Manila,difference,1,F054,0.019844688874218135,0.05014602378900961,0.06999071266322775
Jakarta,Manila,difference,2,F058,0.009551090742555342,0.025337565119256757,0.0348886558618121
Jakarta,Manila,difference,3,F052,0.008876120354932914,0.03907355219051668,0.03019743183558377
Jakarta,Manila,difference,4,F053,0.008517255104438577,0.043031460253875185,0.03451420514943661
Jakarta,Manila,difference,5,F045,0.007871057877212137,0.02289104723114279,0.030762105108354927
Jakarta,Moscow,similarity,1,F021,0.11286838249086543,0.056547252722660306,0.06580443524816346
Jakarta,Moscow,similarity,2,F054,0.09998190279861238,0.05014602378900961,0.06573236686968596
Jakarta,Moscow,similarity,3,F036,0.09678256164412263,0.04469191138506002,0.0713941387588544
Jakarta,Moscow,similarity,4,F013,0.07770700730550034,0.0398684107464557,0.06425776777006023
Jakarta,Moscow,similarity,5,F057,0.07640084475632794,0.04372521312120054,0.057605055676826174
Jakarta,Moscow,difference,1,F036,0.026702227373794386,0.04469191138506002,0.0713941387588544
Jakarta,Moscow,difference,2,F013,0.02438935702360453,0.0398684107464557,0.06425776777006023
Jakarta,Moscow,difference,3,F058,0.018272612216999884,0.025337565119256757,0.04361017733625664
Jakarta,Moscow,difference,4,F028,0.01783955403759492,0.03604797444943357,0.05388752848702849
Jakarta,Moscow,difference,5,F052,0.015690966793491985,0.03907355219051668,0.0233825853970247
Jakarta,Singapore,similarity,1,F036,0.09095983560486448,0.04469191138506002,0.06440416242200689
Jakarta,Singapore,similarity,2,F013,0.08348058227432284,0.0398684107464557,0.06625974260061251
Jakarta,Singapore,similarity,3,F054,0.08051788826737934,0.05014602378900961,0.050809985692881365
Jakarta,Singapore,similarity,4,F021,0.0804660269733247,0.056547252722660306,0.04502920164990529
Jakarta,Singapore,similarity,5,F007,0.06395414164708155,0.046816329727630064,0.0432279370229284
Jakarta,Singapore,difference,1,F013,0.026391331854156812,0.0398684107464557,0.06625974260061251
Jakarta,Singapore,difference,2,F058,0.026320950191291402,0.025337565119256757,0.05165851531054816
Jakarta,Singapore,difference,3,F027,0.020398836644619583,0.021821245142531046,0.04222008178715063
Jakarta,Singapore,difference,4,F036,0.01971225103694687,0.04469191138506002,0.06440416242200689
Jakarta,Singapore,difference,5,F010,0.01615402969947343,0.03598403409299805,0.01983000439352462
Jakarta,CapeTown,similarity,1,F054,0.1542541520565725,0.05014602378900961,0.10025778059225571
Jakarta,CapeTown,similarity,2,F021,0.06277431002785061,0.056547252722660306,0.03618163297288826
Jakarta,CapeTown,similarity,3,F036,0.053569230176851355,0.04469191138506002,0.03906647285148192
Jakarta,CapeTown,similarity,4,F013,0.0530505714341593,0.0398684107464557,0.0433689460739632
Jakarta,CapeTown,similarity,5,F052,0.051508346210237754,0.03907355219051668,0.04296476465527443
Jakarta,CapeTown,difference,1,F054,0.050111756803246095,0.05014602378900961,0.10025778059225571
Jakarta,CapeTown,difference,2,F058,0.0387545738519876,0.025337565119256757,0.06409213897124436
Jakarta,CapeTown,difference,3,F001,0.0217492321094242,0.020903301400453655,0.042652533509877855
Jakarta,CapeTown,difference,4,F021,0.020365619749772045,0.056547252722660306,0.03618163297288826
Jakarta,CapeTown,difference,5,F053,0.01991276284543367,0.043031460253875185,0.023118697408441514
Jakarta,Johannesburg,similarity,1,F054,0.12738878462117437,0.05014602378900961,0.08180661391881502
Jakarta,Johannesburg,similarity,2,F057,0.07502796243293615,0.04372521312120054,0.05525669972328464
Jakarta,Johannesburg,similarity,3,F021,0.07050957748549307,0.056547252722660306,0.04015413986290749
Jakarta,Johannesburg,similarity,4,F036,0.06560243711421052,0.04469191138506002,0.047269909394372915
Jakarta,Johannesburg,similarity,5,F058,0.05493646562769354,0.025337565119256757,0.06982156238747288
Jakarta,Johannesburg,difference,1,F058,0.04448399726821612,0.025337565119256757,0.06982156238747288
Jakarta,Johannesburg,difference,2,F054,0.03166059012980541,0.05014602378900961,0.08180661391881502
Jakarta,Johannesburg,difference,3,F001,0.02061900613963439,0.020903301400453655,0.041522307540088045
Jakarta,Johannesburg,difference,4,F042,0.016579326474904805,0.03337526755042896,0.016795941075524155
Jakarta,Johannesburg,difference,5,F021,0.01639311285975282,0.056547252722660306,0.04015413986290749
Jakarta,Seoul,similarity,1,F054,0.10646681896812088,0.05014602378900961,0.06558961390396727
Jakarta,Seoul,similarity,2,F036,0.0971059598628747,0.04469191138506002,0.0671234476426719
Jakarta,Seoul,similarity,3,F021,0.08398201790854516,0.056547252722660306,0.04588091748143614
Jakarta,Seoul,similarity,4,F013,0.0669102917065188,0.0398684107464557,0.051846721324678255
Jakarta,Seoul,similarity,5,F028,0.05584151334207119,0.03604797444943357,0.047855693184929854
Jakarta,Seoul,difference,1,F057,0.02537800051871677,0.04372521312120054,0.018347212602483773
Jakarta,Seoul,difference,2,F036,0.022431536257611885,0.04469191138506002,0.0671234476426719
Jakarta,Seoul,difference,3,F042,0.02105224836643334,0.03337526755042896,0.012323019183995618
